,video_id,frame_seq,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,7,175,1,5.839166666666672,3.1622776601683795,30.265491900843113,4.0,6.082762530298219,8.06225774829855,9.055385138137417,6.324555320336759,19.4164878389476,13.341664064126334,11.5,14.0,10.0,6.0,7.0,1.0,3.0,4.0,4.0,3.5,9.0,12.0,10.0
1,7,176,0,5.8725333333333385,3.0,29.154759474226502,3.1622776601683795,6.082762530298219,7.0,9.0,6.082762530298219,18.24828759089466,12.165525060596439,10.5,13.0,10.0,5.5,6.5,0.5,2.5,4.0,4.0,4.0,9.0,11.0,10.0
2,7,177,0,5.905900000000005,3.0,28.071337695236398,3.0,5.0990195135927845,8.06225774829855,9.055385138137417,6.324555320336759,17.26267650163207,12.165525060596439,10.5,11.0,9.0,4.0,7.0,1.0,2.0,4.0,4.0,4.0,8.0,9.0,9.0
3,7,178,0,5.939266666666672,1.0,26.076809620810597,3.0,5.0990195135927845,8.06225774829855,8.0,6.324555320336759,15.297058540778355,10.198039027185569,9.5,11.0,9.0,4.0,5.0,0.0,2.0,3.0,3.0,3.5,8.0,8.0,9.0
4,7,179,0,5.972633333333339,2.0,26.019223662515376,3.0,5.0,7.0,8.0,5.385164807134504,15.132745950421556,10.198039027185569,9.0,10.0,9.0,4.5,5.5,0.5,1.5,3.0,3.0,3.5,9.0,9.0,8.06225774829855
5,7,180,0,6.006000000000006,2.0,26.019223662515376,3.0,5.0,8.06225774829855,7.0,5.385164807134504,15.132745950421556,10.198039027185569,9.0,10.0,9.0,4.5,5.5,0.5,2.5,3.0,3.1622776601683795,3.5,7.0,8.0,9.0
6,7,181,0,6.039366666666672,2.0,24.020824298928627,2.0,5.0,6.0,7.0,6.324555320336759,15.132745950421556,10.198039027185569,9.0,10.0,9.0,3.5,5.5,0.5,1.5,3.1622776601683795,2.0,2.0,7.0,8.0,8.0
7,7,182,0,6.072733333333339,2.0,24.020824298928627,3.0,4.0,7.0,8.0,5.385164807134504,14.142135623730951,10.198039027185569,9.0,10.0,9.0,4.5,4.5,0.5,1.5,3.0,3.0,3.0,8.0,8.0,8.0
8,7,183,0,6.106100000000006,1.0,24.08318915758459,3.0,5.0990195135927845,7.0710678118654755,7.0710678118654755,5.385164807134504,14.317821063276353,9.219544457292887,8.5,10.0,8.0,4.0,5.0,0.0,2.0,3.0,2.0,2.0,7.0,8.0,7.0
9,7,184,0,6.139466666666673,1.0,21.02379604162864,3.0,5.0,6.0,7.0710678118654755,5.385164807134504,14.142135623730951,9.219544457292887,8.5,10.0,9.0,4.5,4.5,0.5,1.5,3.1622776601683795,2.0,2.5,7.0,8.0,7.0
10,7,185,0,6.172833333333339,1.0,22.02271554554524,3.0,4.0,6.082762530298219,6.0,5.385164807134504,13.152946437965905,9.219544457292887,8.5,10.0,9.0,4.5,3.5,1.5,2.5,2.0,3.0,3.0,6.0,7.0,7.0
11,7,186,0,6.206200000000006,1.0,21.0,3.0,5.0990195135927845,5.0,6.082762530298219,4.123105625617661,13.152946437965905,8.06225774829855,7.5,8.0,8.0,4.0,5.0,0.0,1.0,3.1622776601683795,3.0,2.5,7.0,7.0,7.0
12,7,187,0,6.239566666666673,1.0,19.1049731745428,2.0,5.0990195135927845,6.0,6.0,4.123105625617661,12.165525060596439,7.0710678118654755,6.5,9.0,7.0,4.0,4.0,1.0,2.0,3.0,2.0,2.5,6.0,6.0,7.0710678118654755
13,7,188,0,6.27293333333334,2.0,20.0,2.0,4.0,6.0,6.0,4.47213595499958,12.165525060596439,8.246211251235321,7.0,8.0,8.0,4.0,4.0,0.0,2.0,3.0,2.0,2.0,6.0,6.0,7.0
14,7,189,0,6.306300000000007,1.0,17.029386365926403,2.23606797749979,4.0,5.0,5.0990195135927845,5.0990195135927845,12.165525060596439,8.246211251235321,7.5,10.0,9.0,4.5,2.5,1.5,2.5,2.0,2.0,2.0,6.0,6.0,6.0
15,7,256,1,8.541866666666666,20.0,81.02468759581859,5.0990195135927845,11.0,20.024984394500787,22.0,20.024984394500787,56.0,45.0,35.0,26.0,28.0,7.0,29.0,17.0,3.0,9.0,9.055385138137417,8.5,30.0,23.0,34.132096331752024
16,7,268,1,8.942266666666656,9.055385138137417,65.49045732013177,4.123105625617661,6.082762530298219,16.1245154965971,17.029386365926403,11.180339887498949,30.4138126514911,24.331050121192877,19.5,12.0,20.0,5.0,14.0,7.0,1.0,5.0990195135927845,5.0990195135927845,5.0,24.0,7.0,19.4164878389476
17,7,298,1,9.943266666666633,1.0,26.019223662515376,2.0,5.0990195135927845,7.0,8.06225774829855,6.082762530298219,14.142135623730951,9.055385138137417,8.5,8.0,9.0,2.5,5.5,0.5,0.5,3.0,3.1622776601683795,3.0,10.0,8.0,7.0
18,7,323,1,10.77743333333328,4.0,40.311288741492746,4.123105625617661,8.06225774829855,10.04987562112089,11.045361017187261,11.180339887498949,27.294688127912362,19.235384061671343,17.0,14.0,9.0,0.5,15.5,6.5,2.5,2.0,2.8284271247461903,2.5,12.0,20.0,20.223748416156685
19,7,324,0,10.810799999999944,5.0990195135927845,37.33630940518894,4.0,8.06225774829855,10.04987562112089,11.045361017187261,10.198039027185569,27.294688127912362,19.235384061671343,16.5,14.0,9.0,1.5,15.5,6.5,1.5,2.0,2.23606797749979,1.5,11.0,19.0,18.24828759089466
20,7,325,0,10.844166666666611,5.0,38.2099463490856,4.123105625617661,7.0710678118654755,9.055385138137417,10.04987562112089,10.198039027185569,26.30589287593181,19.235384061671343,16.5,13.0,9.0,1.0,15.0,7.0,2.0,2.23606797749979,1.4142135623730951,1.5,11.0,18.0,17.11724276862369
21,7,326,0,10.877533333333275,4.0,34.36568055487916,4.0,8.06225774829855,8.06225774829855,10.04987562112089,10.44030650891055,26.30589287593181,18.24828759089466,16.0,14.0,9.0,1.5,14.5,6.5,1.5,2.23606797749979,2.8284271247461903,2.0,10.0,18.0,17.11724276862369
22,7,327,0,10.910899999999945,3.0,36.22154055254967,4.123105625617661,8.06225774829855,9.055385138137417,10.0,9.055385138137417,24.186773244895647,16.1245154965971,14.5,11.0,7.0,0.0,15.0,7.0,3.0,2.0,2.8284271247461903,1.5,10.0,17.0,16.1245154965971
23,7,328,0,10.944266666666609,4.0,34.23448553724738,4.123105625617661,7.0710678118654755,9.055385138137417,9.055385138137417,9.219544457292887,24.331050121192877,17.26267650163207,15.0,12.0,8.0,1.0,14.0,6.0,2.0,1.4142135623730951,2.8284271247461903,2.0,9.0,16.0,16.1245154965971
24,7,329,0,10.977633333333277,4.0,33.24154027718932,3.1622776601683795,7.0710678118654755,8.06225774829855,9.055385138137417,9.055385138137417,23.194827009486403,16.1245154965971,14.0,11.0,7.0,0.0,14.0,7.0,3.0,2.0,2.23606797749979,1.0,10.0,16.0,14.035668847618199
25,7,330,0,11.01099999999994,4.0,32.2490309931942,3.1622776601683795,7.0710678118654755,9.055385138137417,9.055385138137417,8.06225774829855,22.20360331117452,15.132745950421556,13.0,10.0,6.0,0.0,14.0,7.0,2.0,1.4142135623730951,2.23606797749979,2.0,9.0,15.0,16.1245154965971
26,7,331,0,11.044366666666606,3.0,30.265491900843113,3.1622776601683795,7.0710678118654755,8.06225774829855,8.06225774829855,9.055385138137417,22.20360331117452,15.132745950421556,13.5,11.0,7.0,0.0,13.0,6.0,2.0,1.4142135623730951,2.8284271247461903,2.0,8.0,15.0,15.033296378372908
