,frame_seq,video_id,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures,label_inf
0,205,11,1,6.840166666666675,3.1622776601683795,27.29468812791236,4.0,6.082762530298219,7.071067811865476,7.071067811865476,6.082762530298219,19.235384061671343,13.152946437965904,11.5,15.0,11.0,7.0,6.0,1.0,4.0,4.0,4.123105625617661,3.5,9.0,12.0,10.0,{},{}
1,206,11,0,6.8735333333333415,3.1622776601683795,28.0713376952364,3.0,6.0,8.06225774829855,8.06225774829855,6.324555320336759,18.24828759089466,12.36931687685298,10.5,12.0,10.0,5.0,7.0,1.0,3.0,4.0,4.0,4.0,9.0,10.0,10.04987562112089,{},{}
2,207,11,0,6.906900000000008,2.0,30.066592756745816,3.0,5.0,8.0,9.0,6.324555320336759,16.1245154965971,11.180339887498947,10.0,12.0,10.0,5.0,5.0,0.0,2.0,4.0,4.0,4.0,7.0,9.0,11.0,{},{}
3,208,11,0,6.940266666666675,2.0,27.073972741361768,3.0,5.0990195135927845,8.06225774829855,8.06225774829855,6.324555320336759,16.278820596099706,11.180339887498947,10.0,11.0,9.0,4.0,6.0,1.0,2.0,4.0,4.0,4.0,8.0,9.0,9.055385138137416,{},{}
4,209,11,0,6.973633333333342,2.0,26.019223662515376,3.1622776601683795,5.0,8.0,8.0,5.0990195135927845,15.132745950421556,10.198039027185567,9.0,10.0,9.0,4.5,5.5,0.5,1.5,4.0,3.0,3.5,9.0,9.0,8.0,{},{}
5,210,11,0,7.0070000000000086,2.0,24.020824298928627,3.0,4.123105625617661,7.0,7.0,5.0990195135927845,14.142135623730953,10.04987562112089,9.0,10.0,9.0,4.5,4.5,0.5,1.5,4.0,4.0,4.0,8.0,9.0,8.0,{},{}
6,211,11,0,7.040366666666675,2.0,25.019992006393608,2.0,5.0,7.0,7.071067811865476,6.324555320336759,15.132745950421556,10.198039027185567,9.0,11.0,10.0,4.5,4.5,0.5,2.5,3.1622776601683795,3.0,3.0,7.0,8.0,8.06225774829855,{},{}
7,212,11,0,7.073733333333342,1.0,23.021728866442675,3.0,5.0,7.071067811865476,7.0,5.385164807134504,14.142135623730953,9.219544457292889,8.5,10.0,9.0,4.5,4.5,0.5,2.5,3.0,3.1622776601683795,3.0,7.0,8.0,8.0,{},{}
8,213,11,0,7.107100000000009,2.0,23.021728866442675,3.1622776601683795,4.0,7.071067811865476,7.0,4.123105625617661,13.152946437965904,9.219544457292889,8.0,9.0,8.0,4.5,4.5,0.5,2.5,3.0,3.0,3.0,8.0,8.0,7.0,{},{}
9,214,11,0,7.140466666666676,2.0,23.021728866442675,3.0,5.0990195135927845,6.0,7.0,4.47213595499958,14.317821063276352,9.219544457292889,8.0,9.0,8.0,4.5,5.5,0.5,1.5,3.0,3.0,3.5,8.0,8.0,7.0,{},{}
