,video_id,frame_seq,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,19,249,1,8.299999999999974,2.0,30.0,5.0,8.0,8.0,9.055385138137417,10.0,25.0,17.0,16.0,19.0,19.0,9.0,6.0,2.0,4.0,3.0,3.0,3.0,15.0,15.0,15.033296378372908
1,19,250,0,8.333333333333307,2.0,30.01666203960727,6.0,8.06225774829855,9.0,9.0,9.0,25.019992006393608,17.0,16.0,18.0,19.0,9.5,6.5,1.5,3.5,3.0,3.0,3.0,15.0,14.0,15.033296378372908
2,19,251,0,8.36666666666664,2.0,30.01666203960727,6.0,8.06225774829855,9.0,9.0,9.0,25.019992006393608,17.0,16.0,18.0,19.0,9.5,6.5,1.5,3.5,3.0,3.0,3.0,15.0,14.0,15.033296378372908
3,19,252,0,8.399999999999974,2.23606797749979,31.0,6.0,8.0,9.0,9.055385138137417,9.0,25.019992006393608,17.029386365926403,16.0,19.0,19.0,10.0,6.0,2.0,4.0,2.0,3.0,3.0,15.0,15.0,14.0
4,19,253,0,8.433333333333307,2.0,31.0,5.0,8.0,9.0,9.0,10.0,25.0,17.0,16.0,19.0,19.0,9.0,6.0,2.0,4.0,3.0,3.0,3.0,15.0,15.0,15.033296378372908
5,19,254,0,8.46666666666664,2.0,31.0,5.0,8.0,8.0,9.0,10.0,25.0,17.0,16.0,19.0,19.0,9.0,6.0,2.0,4.0,3.0,3.1622776601683795,3.0,15.0,15.0,15.0
6,19,255,0,8.499999999999973,2.0,30.01666203960727,5.0,8.0,9.0,9.055385138137417,9.0,24.0,16.0,15.0,17.0,18.0,8.5,6.5,1.5,3.5,3.0,3.0,3.0,15.0,15.0,14.035668847618199
7,19,256,0,8.533333333333307,2.0,31.0,5.0990195135927845,8.0,9.0,10.04987562112089,10.0,25.019992006393608,17.029386365926403,16.0,19.0,19.0,9.0,6.0,2.0,4.0,3.0,3.0,2.5,15.0,15.0,15.033296378372908
8,19,257,0,8.56666666666664,2.23606797749979,30.0,5.0,8.0,9.0,10.0,10.0,25.019992006393608,17.029386365926403,16.0,19.0,19.0,9.0,6.0,2.0,4.0,3.0,3.0,3.0,15.0,15.0,14.035668847618199
9,19,258,0,8.599999999999973,3.0,31.0,5.0990195135927845,7.0,9.0,10.0,10.0,25.019992006393608,18.027756377319946,16.5,19.0,19.0,9.0,6.0,2.0,4.0,3.0,3.0,3.0,15.0,15.0,15.033296378372908
10,19,259,0,8.633333333333306,4.0,29.017236257093817,5.0,8.0,8.0,9.0,9.0,26.0,18.0,16.0,19.0,18.0,9.5,7.5,0.5,4.5,3.0,3.0,3.0,14.0,14.0,15.033296378372908
11,19,260,0,8.66666666666664,4.123105625617661,29.0,5.0,8.0,8.0,9.0,9.0,26.019223662515376,18.027756377319946,16.0,18.0,18.0,9.0,8.0,0.0,4.0,3.0,3.1622776601683795,3.0,15.0,15.0,15.033296378372908
12,19,261,0,8.699999999999973,5.0990195135927845,30.01666203960727,6.0,7.0,9.0,9.0,8.0,26.019223662515376,19.026297590440446,16.5,18.0,19.0,10.5,7.5,0.5,4.5,3.0,4.0,3.5,14.0,14.0,15.033296378372908
13,19,262,0,8.733333333333306,4.0,29.017236257093817,5.0,8.06225774829855,8.0,9.0,9.0,26.019223662515376,18.0,16.0,18.0,19.0,9.5,7.5,0.5,4.5,3.0,4.0,3.5,14.0,14.0,15.033296378372908
14,19,263,0,8.766666666666639,4.0,29.017236257093817,6.0,8.0,8.0,9.055385138137417,8.0,26.0,18.0,16.0,19.0,18.0,10.5,7.5,0.5,4.5,3.0,3.0,3.0,14.0,15.0,13.038404810405298
15,19,264,0,8.799999999999972,5.0990195135927845,29.0,5.0,8.0,9.0,10.0,9.0,27.018512172212592,19.026297590440446,16.5,19.0,19.0,10.0,8.0,1.0,5.0,3.0,3.0,3.0,14.0,14.0,15.033296378372908
16,19,265,0,8.833333333333306,6.0,28.0178514522438,5.0990195135927845,9.0,9.0,10.0,9.0,29.017236257093817,20.024984394500787,17.0,19.0,20.0,10.5,9.5,0.5,5.5,3.1622776601683795,4.0,3.5,14.0,15.0,14.035668847618199
17,19,266,0,8.866666666666639,6.0,29.017236257093817,5.0,8.06225774829855,8.0,9.0,9.0,28.0178514522438,20.0,17.0,19.0,20.0,10.5,8.5,0.5,5.5,3.0,3.0,3.0,14.0,14.0,15.033296378372908
