,frame_seq,video_id,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures,label_inf
0,0,42,0,0.0,5.0990195135927845,103.9471019317037,12.0,18.027756377319943,25.317977802344327,27.459060435491963,40.01249804748511,65.00769185258002,47.0,49.5,62.0,48.0,15.0,10.0,7.0,6.0,22.0,21.095023109728988,21.5,66.0,65.0,51.0881590977792,{},{}
1,1,42,0,0.0333666666666666,14.0,87.0,7.071067811865476,17.029386365926403,21.02379604162864,22.02271554554524,27.018512172212592,65.06919393998976,48.04164859785725,41.0,42.0,42.0,15.0,23.0,5.0,8.0,16.1245154965971,16.0,16.5,37.0,35.0,33.015148038438355,{},{}
2,2,42,0,0.0667333333333332,12.0,86.00581375697809,8.06225774829855,15.033296378372908,20.024984394500787,22.0,26.019223662515376,61.07372593840988,46.04345773288535,40.0,42.0,41.0,15.5,19.5,3.5,8.5,16.0312195418814,16.0,16.5,38.0,36.0,37.05401462729781,{},{}
3,3,42,0,0.1000999999999998,2.23606797749979,88.0,11.0,17.0,21.0,22.02271554554524,28.0713376952364,58.077534382926416,41.10960958218893,40.0,41.0,41.0,13.0,17.0,1.0,3.0,15.033296378372908,15.0,15.5,38.0,36.0,36.013886210738214,{},{}
4,4,42,0,0.1334666666666664,1.0,87.0,10.0,16.0312195418814,21.02379604162864,23.0,28.0713376952364,55.08175741568164,39.05124837953327,38.5,40.0,40.0,12.0,15.0,2.0,3.0,16.0312195418814,15.0,16.0,38.0,38.0,34.058772731852805,{},{}
5,5,42,0,0.166833333333333,1.0,88.0,10.0,17.0,21.0,24.0,28.16025568065745,56.08029957123981,39.11521443121589,38.5,40.0,40.0,12.0,16.0,2.0,3.0,15.033296378372908,15.0,15.5,37.0,37.0,32.01562118716424,{},{}
6,6,42,0,0.2001999999999996,7.071067811865476,86.0,8.0,16.0,21.095023109728988,23.0,27.073972741361768,58.077534382926416,42.1070065428546,38.5,40.0,40.0,13.0,18.0,1.0,5.0,16.0312195418814,15.0,15.5,38.0,37.0,33.06055050963308,{},{}
7,7,42,0,0.2335666666666662,13.038404810405298,87.02298546935747,8.0,17.029386365926403,21.095023109728988,23.021728866442675,25.179356624028344,63.198101237299845,46.17358552246078,39.5,38.0,40.0,14.0,24.0,6.0,6.0,15.132745950421556,15.033296378372908,15.5,38.0,36.0,34.058772731852805,{},{}
8,8,42,0,0.2669333333333328,15.033296378372908,89.02246907382428,7.0,18.027756377319943,20.09975124224178,22.02271554554524,25.079872407968907,65.12296062065974,47.09564735726647,39.5,37.0,39.0,13.0,27.0,8.0,6.0,15.132745950421556,16.0,16.0,39.0,36.0,33.06055050963308,{},{}
9,9,42,0,0.3002999999999994,19.026297590440446,90.08884503644168,8.0,18.027756377319943,20.09975124224178,23.021728866442675,25.079872407968907,70.11419257183242,52.08646657242167,42.5,37.0,41.0,14.0,31.0,12.0,5.0,16.0312195418814,15.0,15.5,39.0,35.0,35.12833614050059,{},{}
10,10,42,0,0.333666666666666,22.02271554554524,89.20201791439474,8.06225774829855,18.027756377319943,21.095023109728988,23.08679276123039,24.186773244895647,72.24956747275377,54.230987451824994,43.0,36.0,42.0,15.0,33.0,13.0,6.0,15.132745950421556,15.0,15.0,39.0,34.0,32.14031735997639,{},{}
11,11,42,0,0.3670333333333326,22.09072203437452,86.14522621712709,8.0,18.027756377319943,21.095023109728988,24.020824298928627,26.30589287593181,74.33034373659252,56.32051136131489,45.0,38.0,43.0,14.5,33.5,13.5,6.5,15.132745950421556,15.0,15.5,37.0,31.0,33.13608305156178,{},{}
12,12,42,0,0.4003999999999992,21.02379604162864,86.14522621712709,8.06225774829855,17.11724276862369,20.09975124224178,23.021728866442675,26.30589287593181,72.44308110509934,55.326304774492215,44.5,38.0,43.0,14.5,31.5,12.5,6.5,16.1245154965971,15.0,15.0,38.0,32.0,34.23448553724738,{},{}
13,13,42,0,0.4337666666666658,17.11724276862369,86.20904824900923,8.0,18.110770276274835,20.09975124224178,23.021728866442675,27.459060435491963,70.57619995437555,52.46903848937962,43.5,38.0,44.0,14.0,29.0,9.0,6.0,15.132745950421556,15.033296378372908,15.0,37.0,30.0,31.144823004794876,{},{}
14,14,42,0,0.4671333333333324,18.027756377319943,86.20904824900923,8.06225774829855,18.110770276274835,21.213203435596427,23.08679276123039,27.459060435491963,71.56814934033156,53.46026561849464,44.0,38.0,44.0,14.0,30.0,10.0,5.0,15.297058540778355,15.033296378372908,15.5,40.0,32.0,35.12833614050059,{},{}
15,15,42,0,0.5004999999999991,19.026297590440446,85.28774824088158,9.055385138137416,19.1049731745428,20.09975124224178,22.02271554554524,27.29468812791236,74.43117626371358,55.326304774492215,45.5,39.0,46.0,15.5,31.5,10.5,6.5,15.132745950421556,15.033296378372908,15.5,41.0,33.0,34.23448553724738,{},{}
16,16,42,0,0.5338666666666656,21.02379604162864,83.2946576918352,10.04987562112089,19.1049731745428,19.1049731745428,22.02271554554524,26.30589287593181,76.4198926981712,57.3149195236284,46.5,39.0,46.0,16.5,33.5,12.5,6.5,16.1245154965971,16.0312195418814,15.5,41.0,32.0,34.23448553724738,{},{}
17,17,42,0,0.5672333333333321,25.079872407968907,80.50465825031493,9.055385138137416,20.09975124224178,20.223748416156685,22.09072203437452,27.459060435491963,81.61494961096282,61.5223536610881,48.5,41.0,50.0,18.5,35.5,13.5,8.5,15.132745950421556,15.033296378372908,15.5,41.0,33.0,36.22154055254967,{},{}
18,18,42,0,0.6005999999999987,30.066592756745816,81.49846624323675,9.055385138137416,19.1049731745428,20.223748416156685,22.09072203437452,27.459060435491963,85.58621384311844,66.48308055437865,51.0,42.0,51.0,19.5,38.5,17.5,9.5,16.1245154965971,15.033296378372908,15.5,44.0,35.0,37.21558813185679,{},{}
19,19,42,0,0.6339666666666652,29.068883707497267,84.38009243891595,9.055385138137416,19.1049731745428,20.09975124224178,24.08318915758459,26.30589287593181,83.48652585896721,64.38167441127949,49.5,41.0,49.0,19.0,38.0,16.0,9.0,16.1245154965971,15.0,15.5,42.0,34.0,36.22154055254967,{},{}
20,20,42,0,0.6673333333333318,24.08318915758459,85.21150157109074,9.055385138137416,18.110770276274835,20.223748416156685,23.08679276123039,27.29468812791236,78.5175139698144,60.40695324215582,48.0,41.0,47.0,17.0,34.0,14.0,7.0,16.1245154965971,16.0,16.0,43.0,35.0,36.12478373637688,{},{}
21,21,42,0,0.7006999999999983,18.027756377319943,90.08884503644168,9.055385138137416,19.1049731745428,21.095023109728988,24.020824298928627,27.29468812791236,73.43704787094863,54.3323108288245,45.0,41.0,45.0,16.0,30.0,10.0,7.0,16.278820596099706,16.0,16.0,42.0,34.0,36.12478373637688,{},{}
22,22,42,0,0.7340666666666649,13.152946437965904,89.20201791439474,10.04987562112089,19.026297590440446,20.223748416156685,22.02271554554524,26.1725046566048,68.3593446428504,49.36598018878993,42.5,38.0,44.0,15.0,27.0,7.0,4.0,16.1245154965971,16.0,16.0,41.0,34.0,33.24154027718932,{},{}
23,23,42,0,0.7674333333333314,14.0356688476182,90.13878188659972,10.04987562112089,18.110770276274835,20.09975124224178,22.09072203437452,26.30589287593181,68.46897107449476,50.35871324805669,43.0,38.0,43.0,14.5,27.5,7.5,4.5,16.278820596099706,16.0,16.0,40.0,33.0,32.14031735997639,{},{}
24,24,42,0,0.800799999999998,15.033296378372908,88.14193099768123,10.04987562112089,19.1049731745428,20.09975124224178,23.021728866442675,27.16615541441225,71.34423592694787,52.23983154643591,44.5,40.0,45.0,15.5,28.5,7.5,5.5,16.1245154965971,16.0,16.0,39.0,34.0,32.14031735997639,{},{}
25,25,42,0,0.8341666666666645,16.1245154965971,86.09297300012354,9.055385138137416,19.026297590440446,20.09975124224178,22.02271554554524,27.16615541441225,71.34423592694787,52.3450093132096,44.0,41.0,45.0,16.0,28.0,7.0,6.0,16.1245154965971,16.0312195418814,16.5,40.0,34.0,33.13608305156178,{},{}
26,26,42,0,0.867533333333331,13.038404810405298,86.14522621712709,10.04987562112089,20.024984394500787,19.1049731745428,22.02271554554524,26.30589287593181,69.35416353759881,49.36598018878993,42.5,39.0,44.0,15.5,27.5,6.5,4.5,16.1245154965971,16.0312195418814,16.5,41.0,34.0,33.06055050963308,{},{}
