,frame_seq,video_id,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures,label_inf
0,0,38,0,0.0,1.0,60.13318551349163,8.0,11.0,15.033296378372908,16.0312195418814,17.11724276862369,36.12478373637688,25.179356624028344,25.0,21.0,25.0,6.0,13.0,1.0,2.0,11.04536101718726,10.0,10.0,32.0,29.0,41.01219330881976,{},{}
1,1,38,0,0.0333333333333333,1.0,62.12889826803627,9.0,10.0,15.033296378372908,16.0312195418814,17.11724276862369,36.12478373637688,26.1725046566048,26.0,21.0,25.0,6.0,13.0,1.0,3.0,11.04536101718726,11.04536101718726,10.5,32.0,29.0,41.01219330881976,{},{}
2,2,38,0,0.0666666666666666,1.0,60.07495318350236,8.0,11.0,15.033296378372908,16.0,18.110770276274835,37.12142238654117,26.1725046566048,26.0,22.0,25.0,5.5,13.5,1.5,2.5,11.0,10.04987562112089,10.5,32.0,29.0,40.01249804748511,{},{}
3,3,38,0,0.0999999999999999,1.4142135623730951,60.07495318350236,9.0,11.0,15.132745950421556,15.033296378372908,17.029386365926403,36.05551275463989,25.079872407968907,25.5,22.0,25.0,6.5,12.5,0.5,2.5,11.04536101718726,10.04987562112089,10.0,32.0,29.0,40.049968789001575,{},{}
4,4,38,0,0.1333333333333332,1.0,59.033888572581766,9.0,11.0,14.0356688476182,15.033296378372908,17.029386365926403,37.05401462729781,26.0768096208106,26.0,23.0,25.0,7.0,13.0,1.0,2.0,11.04536101718726,10.04987562112089,10.5,33.0,30.0,40.01249804748511,{},{}
5,5,38,0,0.1666666666666665,1.0,60.07495318350236,9.0,11.0,15.033296378372908,16.0312195418814,17.029386365926403,37.05401462729781,26.0768096208106,26.0,22.0,25.0,6.5,13.5,0.5,2.5,11.04536101718726,10.04987562112089,10.0,32.0,30.0,40.01249804748511,{},{}
6,6,38,0,0.1999999999999998,1.4142135623730951,61.1310068623117,9.0,11.0,15.033296378372908,16.0312195418814,17.029386365926403,36.05551275463989,25.079872407968907,25.5,21.0,25.0,6.0,13.0,1.0,3.0,11.04536101718726,11.0,11.0,33.0,30.0,41.01219330881976,{},{}
7,7,38,0,0.2333333333333331,1.4142135623730951,61.07372593840988,9.0,11.0,15.033296378372908,16.0312195418814,18.027756377319943,37.05401462729781,26.0768096208106,26.5,22.0,25.0,5.5,13.5,1.5,2.5,10.04987562112089,10.0,10.0,32.0,30.0,41.04875150354759,{},{}
8,8,38,0,0.2666666666666664,0.0,61.07372593840988,8.0,11.04536101718726,15.033296378372908,16.0312195418814,18.110770276274835,37.12142238654117,26.0768096208106,26.0,22.0,25.0,5.5,13.5,1.5,2.5,11.04536101718726,11.0,11.0,33.0,30.0,41.01219330881976,{},{}
9,9,38,0,0.2999999999999997,0.0,62.12889826803627,9.0,11.0,15.033296378372908,17.029386365926403,17.11724276862369,37.05401462729781,26.0768096208106,26.0,21.0,25.0,6.0,14.0,2.0,3.0,11.04536101718726,10.04987562112089,10.5,32.0,29.0,40.01249804748511,{},{}
10,10,38,0,0.333333333333333,0.0,61.1310068623117,9.0,11.04536101718726,15.033296378372908,16.0312195418814,17.11724276862369,37.12142238654117,26.0768096208106,26.0,21.0,25.0,6.0,14.0,2.0,3.0,11.0,10.0,10.5,32.0,29.0,40.01249804748511,{},{}
11,11,38,0,0.3666666666666663,0.0,62.12889826803627,9.055385138137416,11.0,16.0312195418814,17.029386365926403,17.029386365926403,37.05401462729781,26.0768096208106,26.0,21.0,25.0,6.0,14.0,2.0,3.0,11.04536101718726,10.04987562112089,10.5,32.0,30.0,40.01249804748511,{},{}
12,12,38,0,0.3999999999999997,1.0,62.12889826803627,9.0,12.0,15.033296378372908,16.0312195418814,17.029386365926403,38.05259518088089,26.0768096208106,26.0,21.0,25.0,6.0,15.0,2.0,3.0,11.04536101718726,10.0,10.5,33.0,31.0,40.0,{},{}
