,video_id,frame_seq,gap,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,9,210,1,6.999999999999979,17.029386365926403,69.1158447825099,8.0,12.0,19.026297590440446,21.02379604162864,17.0,54.00925846556311,42.01190307520001,33.5,33.0,29.0,14.0,23.0,10.0,7.0,10.0,10.04987562112089,10.0,27.0,34.0,32.01562118716424
1,9,211,0,7.033333333333312,17.029386365926403,77.10382610480494,7.0,11.045361017187261,21.02379604162864,23.021728866442675,17.029386365926403,52.08646657242167,41.048751503547585,32.5,32.0,28.0,13.0,22.0,10.0,7.0,10.04987562112089,11.045361017187261,11.5,26.0,35.0,32.2490309931942
2,9,212,0,7.066666666666645,17.0,77.1621668954417,8.06225774829855,13.038404810405298,21.02379604162864,22.090722034374522,15.0,53.03772242470448,40.01249804748511,31.5,31.0,26.0,13.5,24.5,10.5,6.5,11.045361017187261,11.180339887498949,11.0,25.0,35.0,34.36568055487916
3,9,213,0,7.099999999999978,16.0312195418814,77.1621668954417,8.0,12.041594578792296,21.02379604162864,22.02271554554524,16.0,52.03844732503075,40.01249804748511,32.0,32.0,27.0,13.5,22.5,9.5,6.5,11.045361017187261,11.180339887498949,11.0,24.0,34.0,35.35533905932738
4,9,214,0,7.133333333333312,17.029386365926403,78.05767098754612,8.0,14.0,21.02379604162864,23.021728866442675,16.0,55.00909015790027,41.012193308819754,32.5,31.0,28.0,13.5,25.5,10.5,6.5,11.0,12.165525060596439,12.0,24.0,35.0,35.35533905932738
5,9,215,0,7.166666666666645,16.0312195418814,77.10382610480494,8.0,14.0,21.02379604162864,23.021728866442675,16.0312195418814,54.037024344425184,40.049968789001575,32.0,32.0,28.0,14.0,24.0,9.0,7.0,11.045361017187261,11.045361017187261,11.0,24.0,34.0,36.22154055254967
6,9,216,0,7.199999999999978,13.038404810405298,76.10519036176179,9.0,15.033296378372908,21.0,22.02271554554524,16.0312195418814,53.08483775994799,38.05259518088089,31.5,32.0,28.0,14.0,23.0,7.0,6.0,11.0,12.165525060596439,12.0,24.0,35.0,35.35533905932738
7,9,217,0,7.233333333333311,10.04987562112089,74.16872656315464,9.055385138137417,15.033296378372908,20.0,21.095023109728988,16.0312195418814,50.15974481593781,35.12833614050059,30.0,33.0,28.0,14.5,19.5,3.5,5.5,11.045361017187261,11.180339887498949,11.0,24.0,35.0,36.345563690772494
8,9,218,0,7.266666666666644,8.06225774829855,74.24284477308234,9.0,15.033296378372908,20.024984394500787,21.095023109728988,17.11724276862369,49.16299421312742,34.132096331752024,30.0,33.0,27.0,13.0,19.0,4.0,5.0,11.045361017187261,12.165525060596439,11.5,23.0,36.0,36.345563690772494
9,9,219,0,7.299999999999978,8.06225774829855,73.24616030891995,9.0,15.033296378372908,20.024984394500787,21.095023109728988,17.11724276862369,49.16299421312742,34.132096331752024,30.0,33.0,27.0,13.0,19.0,3.0,5.0,11.045361017187261,12.165525060596439,11.5,23.0,35.0,36.345563690772494
10,9,220,0,7.333333333333311,4.123105625617661,72.17340230306452,10.0,16.0312195418814,19.1049731745428,21.02379604162864,17.11724276862369,47.16990566028302,31.144823004794873,29.0,32.0,27.0,12.5,17.5,1.5,3.5,11.045361017187261,11.180339887498949,11.0,23.0,36.0,38.63935817272331
11,9,221,0,7.366666666666644,3.0,72.17340230306452,10.04987562112089,16.0312195418814,20.024984394500787,21.02379604162864,17.029386365926403,46.09772228646444,30.066592756745816,28.5,31.0,26.0,11.5,17.5,1.5,2.5,11.045361017187261,12.165525060596439,12.0,23.0,36.0,36.6742416417845
